,sitename,Count1,Count2,Count3,year
863,564,0,0,0,2014
864,565,0,0,0,2014
865,566,0,0,0,2014
866,567,0,0,0,2014
867,568,0,0,0,2014
868,569,2,2,4,2014
869,570,0,0,0,2014
870,571,0,2,0,2014
871,572,1,0,0,2014
872,573,0,1,0,2014
873,574,0,1,0,2014
874,575,0,0,0,2014
875,576,0,2,0,2014
876,577,0,0,0,2014
877,578,0,0,0,2014
878,579,0,0,0,2014
879,580,0,2,1,2014
880,581,0,0,0,2014
881,582,0,0,0,2014
882,583,0,1,0,2014
883,584,0,1,0,2014
884,585,0,1,0,2014
885,586,0,0,0,2014
886,587,0,0,0,2014
887,588,0,1,0,2014
888,589,0,1,0,2014
889,590,0,0,0,2014
890,591,0,0,0,2014
891,592,0,1,0,2014
892,593,0,0,0,2014
893,594,0,0,0,2014
894,595,0,0,0,2014
895,596,0,0,0,2014
896,597,0,0,0,2014
897,598,0,0,1,2014
898,599,0,0,0,2014
899,600,0,0,0,2014
900,601,0,0,1,2014
901,602,0,0,0,2014
902,603,0,0,0,2014
903,604,0,0,0,2014
904,605,0,0,0,2014
905,606,0,0,0,2014
906,607,0,0,0,2014
907,608,0,0,0,2014
909,1,0,0,0,2015
910,2,1,2,4,2015
911,3,0,0,0,2015
912,4,0,0,0,2015
913,7,0,1,1,2015
914,8,0,0,0,2015
915,9,0,0,0,2015
916,10,1,0,4,2015
917,12,2,0,2,2015
918,13,0,0,0,2015
919,14,0,0,0,2015
920,15,0,0,0,2015
921,16,0,1,1,2015
922,17,3,2,1,2015
923,18,0,0,1,2015
924,19,0,0,0,2015
925,20,0,0,0,2015
926,22,0,0,1,2015
927,23,1,0,0,2015
928,24,0,0,1,2015
929,26,0,0,0,2015
930,27,0,0,0,2015
931,28,0,0,0,2015
932,29,0,0,0,2015
933,30,0,1,0,2015
934,32,0,0,0,2015
935,33,0,1,0,2015
936,34,0,0,1,2015
937,35,0,0,0,2015
938,36,1,0,0,2015
939,37,0,0,0,2015
940,38,0,0,0,2015
941,39,0,0,0,2015
942,40,0,0,0,2015
943,43,0,0,0,2015
944,46,0,0,1,2015
945,50,1,3,4,2015
946,53,0,0,1,2015
947,54,1,1,1,2015
948,55,0,2,0,2015
949,56,0,0,0,2015
950,57,0,0,0,2015
951,58,0,1,0,2015
952,59,0,0,0,2015
953,60,1,0,0,2015
954,61,2,1,1,2015
955,62,0,0,0,2015
956,63,2,4,4,2015
957,64,1,2,3,2015
958,66,1,0,0,2015
959,67,1,5,2,2015
960,68,1,1,0,2015
961,71,1,0,1,2015
962,72,0,0,0,2015
963,73,0,4,1,2015
964,75,0,0,0,2015
965,76,0,0,0,2015
966,80,0,1,1,2015
967,81,0,0,0,2015
968,82,2,4,1,2015
969,83,0,0,0,2015
970,84,0,0,1,2015
971,85,0,0,1,2015
972,88,0,0,0,2015
973,89,2,0,0,2015
974,90,0,0,1,2015
975,91,1,0,2,2015
976,92,1,0,0,2015
977,94,0,0,0,2015
978,95,0,0,0,2015
979,97,0,3,6,2015
980,98,0,0,0,2015
981,100,1,1,1,2015
982,101,0,0,1,2015
983,102,0,1,2,2015
984,103,0,0,0,2015
985,104,0,0,0,2015
986,107,1,0,1,2015
987,108,0,1,0,2015
988,109,1,3,1,2015
989,110,2,1,1,2015
990,111,0,1,2,2015
991,112,0,0,0,2015
992,114,0,1,1,2015
993,115,0,0,0,2015
994,116,0,0,0,2015
995,117,2,5,4,2015
996,118,0,0,1,2015
997,119,0,1,2,2015
998,121,1,1,0,2015
999,122,0,0,0,2015
1000,124,0,0,0,2015
1001,125,1,1,0,2015
1002,126,0,0,2,2015
1003,127,0,0,1,2015
1004,130,0,1,0,2015
1005,131,0,0,0,2015
1006,132,0,0,0,2015
1007,133,0,0,0,2015
1008,135,0,3,2,2015
1009,138,0,0,1,2015
1010,139,0,0,2,2015
1011,140,0,0,1,2015
1012,141,0,0,0,2015
1013,142,0,0,0,2015
1014,143,4,0,0,2015
1015,144,0,0,0,2015
1016,147,0,0,0,2015
1017,148,0,0,1,2015
1018,150,1,2,0,2015
1019,151,0,2,0,2015
1020,152,0,1,0,2015
1021,153,1,2,1,2015
1022,154,0,0,0,2015
1023,155,0,0,0,2015
1024,156,0,0,0,2015
1025,157,1,1,0,2015
1026,159,0,0,0,2015
1027,160,2,0,0,2015
1028,161,1,0,0,2015
1029,162,0,0,0,2015
1030,163,0,1,0,2015
1031,164,0,0,0,2015
1032,166,0,0,0,2015
1033,167,0,0,0,2015
1034,168,0,0,0,2015
1035,174,0,0,0,2015
1036,180,0,0,0,2015
1037,181,0,0,2,2015
1038,182,0,1,1,2015
1039,183,0,0,0,2015
1040,184,0,0,0,2015
1041,186,0,3,1,2015
1042,188,0,0,0,2015
1043,189,0,0,0,2015
1044,190,0,0,0,2015
1045,191,0,0,0,2015
1046,192,1,0,0,2015
1047,194,0,0,1,2015
1048,195,0,0,0,2015
1049,197,3,1,0,2015
1050,200,0,0,0,2015
1051,201,0,0,0,2015
1052,202,0,0,0,2015
1053,203,1,0,0,2015
1054,204,0,0,0,2015
1055,205,0,0,0,2015
1056,206,0,0,0,2015
1057,207,0,0,0,2015
1058,209,0,0,0,2015
1059,210,0,0,0,2015
1060,212,0,0,0,2015
1061,213,0,0,2,2015
1062,214,0,0,0,2015
1063,216,0,1,0,2015
1064,217,0,0,0,2015
1065,218,0,0,0,2015
1066,219,0,0,0,2015
1067,220,0,0,0,2015
1068,222,0,0,0,2015
1069,223,1,0,1,2015
1070,224,0,0,0,2015
1071,225,0,0,0,2015
1072,226,0,0,0,2015
1073,227,0,0,0,2015
1074,228,0,0,0,2015
1075,232,0,0,0,2015
1076,233,0,0,0,2015
1077,234,0,1,0,2015
1078,236,0,0,0,2015
1079,237,0,1,0,2015
1080,238,0,0,0,2015
1081,239,0,0,0,2015
1082,240,0,0,1,2015
1083,241,0,0,0,2015
1084,242,2,0,1,2015
1085,243,0,1,0,2015
1086,244,0,0,0,2015
1087,245,0,0,0,2015
1088,246,0,0,0,2015
1089,248,0,0,2,2015
1090,249,0,0,0,2015
1091,250,1,0,0,2015
1092,251,0,0,0,2015
1093,255,0,0,0,2015
1094,257,0,0,0,2015
1095,258,0,0,0,2015
1096,259,0,0,0,2015
1097,261,0,0,0,2015
1098,262,0,0,0,2015
1099,264,0,0,0,2015
1100,265,0,0,0,2015
1101,271,0,0,0,2015
1102,273,0,0,0,2015
1103,274,0,0,0,2015
1104,275,0,1,6,2015
1105,276,0,1,1,2015
1106,277,1,0,0,2015
1107,278,0,0,0,2015
1108,279,0,0,0,2015
1109,280,0,0,0,2015
1110,281,0,0,0,2015
1111,282,0,0,0,2015
1112,283,2,1,0,2015
1113,284,0,0,0,2015
1114,286,0,0,0,2015
1115,287,0,0,0,2015
1116,288,0,0,0,2015
1117,289,0,0,0,2015
1118,292,0,0,0,2015
1119,293,0,2,1,2015
1120,294,0,1,0,2015
1121,295,0,0,0,2015
1122,296,0,0,0,2015
1123,297,0,0,0,2015
1124,298,0,0,0,2015
1125,299,0,0,1,2015
1126,300,0,0,0,2015
1127,301,0,0,0,2015
1128,302,0,0,0,2015
1129,303,0,0,0,2015
1130,304,0,1,0,2015
1131,305,0,0,1,2015
1132,307,0,0,0,2015
1133,309,0,1,0,2015
1134,310,0,0,0,2015
1135,311,4,1,2,2015
1136,312,0,0,0,2015
1137,313,0,0,0,2015
1138,314,1,0,0,2015
1139,315,0,0,0,2015
1140,316,0,0,0,2015
1141,317,0,0,0,2015
1142,318,0,0,0,2015
1143,319,0,0,0,2015
1144,320,0,1,0,2015
1145,321,0,0,0,2015
1146,324,0,0,0,2015
1147,326,0,0,0,2015
1148,327,0,0,0,2015
1149,328,0,0,0,2015
1150,329,0,0,0,2015
1151,330,0,0,0,2015
1152,331,0,1,0,2015
1153,332,0,0,0,2015
1154,333,0,0,0,2015
1155,334,0,0,0,2015
1156,335,1,0,0,2015
1157,336,0,0,0,2015
1158,337,0,0,0,2015
1159,338,0,1,0,2015
1160,340,0,0,0,2015
1161,341,1,1,0,2015
1162,342,0,0,0,2015
1163,343,0,0,0,2015
1164,344,0,0,0,2015
1165,345,0,0,0,2015
1166,346,0,0,0,2015
1167,347,0,1,0,2015
1168,348,0,0,0,2015
1169,350,0,0,0,2015
1170,351,0,0,1,2015
1171,352,0,0,1,2015
1172,353,0,0,0,2015
1173,356,0,1,0,2015
1174,357,0,0,0,2015
1175,358,2,0,0,2015
1176,359,0,0,0,2015
1177,360,0,0,0,2015
1178,361,0,0,0,2015
1179,363,0,0,0,2015
1180,364,0,0,0,2015
1181,365,0,1,1,2015
1182,366,1,3,2,2015
1183,367,0,0,0,2015
1184,368,0,0,0,2015
1185,369,0,0,0,2015
1186,370,0,0,0,2015
1187,371,0,1,1,2015
1188,372,0,0,5,2015
1189,373,0,1,0,2015
1190,374,0,0,1,2015
1191,375,0,0,0,2015
1192,376,1,0,0,2015
1193,377,0,0,0,2015
1194,378,0,0,0,2015
1195,379,1,1,0,2015
1196,380,0,0,0,2015
1197,381,0,0,0,2015
1198,382,1,0,0,2015
1199,383,1,0,0,2015
1200,384,0,0,0,2015
1201,385,0,0,0,2015
1202,386,0,0,0,2015
1203,387,0,0,0,2015
1204,388,0,1,1,2015
1205,389,0,0,0,2015
1206,390,0,0,0,2015
1207,391,0,0,0,2015
1208,392,0,0,0,2015
1209,393,1,0,0,2015
1210,394,1,0,0,2015
1211,395,0,0,0,2015
1212,396,0,0,0,2015
1213,397,0,0,0,2015
1214,398,1,0,0,2015
1215,399,0,3,2,2015
1216,400,0,0,0,2015
1217,401,0,0,0,2015
1218,402,0,0,0,2015
1219,403,0,0,2,2015
1220,404,0,0,0,2015
1221,405,0,0,0,2015
1222,406,0,0,0,2015
1223,407,0,0,0,2015
1224,409,0,0,0,2015
1225,410,1,1,1,2015
1226,411,1,1,2,2015
1227,412,0,0,0,2015
1228,413,0,0,0,2015
1229,414,0,0,1,2015
1230,415,0,0,3,2015
1231,416,0,0,0,2015
1232,417,0,1,1,2015
1233,418,0,0,0,2015
1234,421,0,0,0,2015
1235,422,1,0,0,2015
1236,424,0,0,0,2015
1237,425,0,1,0,2015
1238,426,2,0,0,2015
1239,428,0,0,0,2015
1240,429,0,0,0,2015
1241,430,0,0,0,2015
1242,431,0,0,1,2015
1243,432,0,1,2,2015
1244,433,0,0,0,2015
1245,434,0,0,0,2015
1246,435,0,0,0,2015
1247,437,0,1,0,2015
1248,438,0,0,0,2015
1249,439,0,0,0,2015
1250,440,0,0,0,2015
1251,441,0,0,0,2015
1252,444,0,0,1,2015
1253,445,0,0,0,2015
1254,446,0,1,0,2015
1255,447,0,0,0,2015
1256,448,2,1,0,2015
1257,449,0,5,1,2015
1258,450,0,0,0,2015
1259,451,1,1,1,2015
1260,452,0,0,0,2015
1261,453,0,0,0,2015
1262,454,0,0,0,2015
1263,455,2,2,1,2015
1264,456,0,1,0,2015
1265,458,0,0,0,2015
1266,460,0,0,1,2015
1267,461,0,1,0,2015
1268,462,0,0,0,2015
1269,463,1,2,1,2015
1270,464,0,0,0,2015
1271,465,1,0,0,2015
1272,467,0,0,1,2015
1273,468,0,0,0,2015
1274,469,0,0,0,2015
1275,470,0,0,0,2015
1276,472,1,0,0,2015
1277,473,0,1,1,2015
1278,474,0,0,0,2015
1279,475,2,2,0,2015
1280,476,1,1,0,2015
1281,477,0,0,0,2015
1282,478,0,0,0,2015
1283,479,0,0,0,2015
1284,480,2,0,0,2015
1285,484,0,0,0,2015
1286,485,0,0,2,2015
1287,486,0,0,0,2015
1288,487,0,0,1,2015
1289,488,0,0,0,2015
1290,489,0,0,0,2015
1291,490,0,0,0,2015
1292,491,0,2,0,2015
1293,492,0,0,0,2015
1294,493,0,0,0,2015
1295,496,0,0,0,2015
1296,497,0,0,0,2015
1297,498,0,0,1,2015
1298,499,0,0,0,2015
1299,500,0,0,0,2015
1300,501,1,0,0,2015
1301,502,0,1,1,2015
1302,503,1,3,3,2015
1303,504,2,0,2,2015
1304,505,0,2,1,2015
1305,507,0,0,0,2015
1306,508,0,0,0,2015
1307,509,0,0,0,2015
1308,510,0,0,0,2015
1309,511,0,0,0,2015
1310,512,0,0,0,2015
1311,513,0,0,0,2015
1312,514,0,1,0,2015
1313,515,3,2,2,2015
1314,516,0,0,1,2015
1315,517,0,0,0,2015
1316,518,0,0,0,2015
1317,519,0,0,0,2015
1318,520,0,0,1,2015
1319,521,1,0,0,2015
1320,522,0,1,2,2015
1321,523,1,0,0,2015
1322,524,0,0,0,2015
1323,525,1,1,0,2015
1324,526,1,0,0,2015
1325,527,0,0,0,2015
1326,528,0,0,0,2015
1327,529,0,0,0,2015
1328,530,0,4,3,2015
1329,531,0,0,0,2015
1330,532,0,0,0,2015
1331,533,0,0,1,2015
1332,534,0,0,0,2015
1333,535,0,0,0,2015
1334,536,1,1,0,2015
1335,537,0,0,0,2015
1336,538,0,0,2,2015
1337,539,0,2,0,2015
1338,540,0,0,1,2015
1339,541,0,1,0,2015
1340,542,0,1,0,2015
1341,543,0,0,0,2015
1342,544,0,0,0,2015
1343,545,0,0,0,2015
1344,546,0,0,0,2015
1345,547,1,0,0,2015
1346,548,0,0,0,2015
1347,549,0,0,0,2015
1348,550,0,0,0,2015
1349,551,0,0,0,2015
1350,552,2,1,0,2015
1351,553,0,0,0,2015
1352,554,0,0,0,2015
1353,555,0,0,0,2015
1354,556,1,0,0,2015
1355,557,0,0,0,2015
1356,558,0,0,0,2015
1357,559,0,0,0,2015
1358,560,0,0,0,2015
1359,561,0,0,0,2015
1360,562,0,0,0,2015
1361,563,0,0,0,2015
1362,564,0,0,0,2015
1363,565,0,0,0,2015
1364,566,0,0,0,2015
1365,567,0,0,0,2015
1366,568,0,0,0,2015
1367,569,0,0,0,2015
1368,570,0,0,0,2015
1369,571,0,0,0,2015
1370,572,0,0,1,2015
1371,573,0,0,0,2015
1372,574,0,0,0,2015
1373,575,0,0,0,2015
1374,576,0,0,0,2015
1375,577,0,0,1,2015
1376,578,0,0,0,2015
1377,579,0,0,0,2015
1378,580,0,0,0,2015
1379,581,0,0,0,2015
1380,582,0,0,0,2015
1381,583,0,0,0,2015
1382,584,0,2,3,2015
1383,585,0,3,1,2015
1384,586,1,2,2,2015
1385,587,2,2,1,2015
1386,588,0,0,1,2015
1387,589,0,0,0,2015
1388,590,0,0,0,2015
1389,591,0,0,0,2015
1390,592,0,0,0,2015
1391,593,0,0,0,2015
1392,594,0,1,3,2015
1393,595,0,0,1,2015
1394,596,0,1,0,2015
1395,597,0,1,1,2015
1396,598,0,0,3,2015
1397,599,0,1,1,2015
1398,600,0,0,0,2015
1399,601,0,0,0,2015
1400,602,0,1,1,2015
1401,603,0,1,0,2015
1402,604,1,1,0,2015
1403,605,0,1,0,2015
1404,606,1,0,3,2015
1405,607,0,1,0,2015
1406,608,0,0,0,2015
1407,609,0,0,0,2015
1408,610,0,0,0,2015
1409,611,0,0,0,2015
1410,612,0,0,0,2015
1411,613,1,0,0,2015
1412,614,0,0,0,2015
1413,615,0,0,0,2015
1414,616,0,0,0,2015
1415,617,0,0,0,2015
1416,618,1,0,0,2015
1417,619,0,0,0,2015
1418,620,0,0,0,2015
1419,621,0,0,0,2015
1420,622,0,0,0,2015
1421,623,0,1,0,2015
1422,624,0,0,0,2015
1423,625,0,0,0,2015
1424,626,0,0,0,2015
1425,627,0,0,0,2015
1426,628,0,0,0,2015
1427,629,0,0,0,2015
1428,630,0,0,0,2015
1429,631,0,0,0,2015
1430,632,0,0,0,2015
1431,633,0,0,1,2015
1432,634,0,0,0,2015
1433,635,0,0,0,2015
1434,636,0,0,0,2015
1435,637,0,0,0,2015
1436,638,0,0,0,2015
1437,639,0,0,0,2015
1438,640,0,0,0,2015
1439,641,0,0,0,2015
1440,642,0,0,0,2015
1441,643,2,4,4,2015
1442,644,0,0,0,2015
1443,645,0,0,0,2015
1444,646,0,0,0,2015
1445,647,0,0,0,2015
1446,648,0,0,0,2015
1447,649,0,0,0,2015
1448,650,0,0,0,2015
1449,651,0,0,0,2015
1450,652,2,0,0,2015
1451,653,0,0,0,2015
1452,654,0,0,0,2015
1453,655,0,0,0,2015
1454,656,0,0,0,2015
1455,657,0,0,0,2015
1456,658,0,0,0,2015
1457,659,0,0,0,2015
1458,660,0,0,0,2015
1459,661,0,0,0,2015
1460,662,0,1,0,2015
1461,663,0,0,0,2015
1462,664,0,0,0,2015
1463,665,1,0,1,2015
1464,666,0,0,0,2015
1465,667,0,0,0,2015
1466,668,0,1,0,2015
1467,669,0,0,4,2015
1468,670,0,0,0,2015
1469,671,0,0,0,2015
1470,672,0,0,0,2015
1471,673,0,0,0,2015
1472,674,0,0,0,2015
1473,675,0,0,0,2015
1474,676,0,0,0,2015
1475,677,0,0,0,2015
1476,678,0,1,0,2015
1477,679,0,0,0,2015
1478,680,0,0,0,2015
1479,681,0,0,0,2015
1480,682,0,0,0,2015
1481,683,0,0,0,2015
1482,684,0,0,0,2015
1483,685,0,0,0,2015
1484,686,0,0,0,2015
1485,687,0,0,0,2015
1486,688,0,0,1,2015
1487,689,0,1,0,2015
1488,690,0,0,0,2015
1489,691,0,0,0,2015
1490,692,0,0,0,2015
1491,693,0,0,0,2015
1492,694,0,0,0,2015
1493,695,0,0,0,2015
1494,696,0,0,1,2015
1495,697,0,0,0,2015
1496,698,0,0,0,2015
1497,699,0,0,0,2015
1498,700,0,0,0,2015
1499,701,2,1,0,2015
1500,702,0,1,0,2015
1501,703,0,2,2,2015
1502,704,0,1,0,2015
1503,705,1,2,0,2015
1504,706,0,0,0,2015
1505,707,0,2,0,2015
1506,708,0,0,0,2015
1507,709,0,0,0,2015
1508,710,4,1,4,2015
1509,711,1,2,1,2015
1510,712,0,1,0,2015
1511,713,0,2,2,2015
1512,714,0,0,0,2015
1513,715,0,2,1,2015
1514,716,2,0,0,2015
1515,717,1,0,0,2015
1516,718,0,0,0,2015
,ADK - 0410,0,0,0,2016
,ADK - 0550,0,3,1,2016
,ADK - 0693,0,0,0,2016
,ADK - 0775,3,0,0,2016
,ADK - 0836,0,0,0,2016
,ADK - 0905,0,0,0,2016
,ADK - 0908,5,2,0,2016
,ADK - 0910,0,0,0,2016
,ADK - 0915,0,1,0,2016
,ADK - 0920,0,0,0,2016
,ADK - 0987,2,1,0,2016
,ADK - 0992,0,0,0,2016
,ADK - 1043,1,0,1,2016
,ADK - 1048,0,0,2,2016
,ADK - 1052,0,0,2,2016
,ADK - 1054,1,2,1,2016
,ADK - 1121,2,0,0,2016
,ADK - 1123,0,0,3,2016
,ADK - 1125,3,1,0,2016
,ADK - 1196,2,2,2,2016
,ADK - 1256,0,2,1,2016
,ADK - 1258,0,0,2,2016
,ADK - 1262,0,0,0,2016
,ADK - 1266,1,0,1,2016
,ADK - 1271,2,0,0,2016
,ADK - 1332,1,0,1,2016
,ADK - 1399,0,0,0,2016
,ADK - 1400,0,0,0,2016
,ADK - 1402,0,0,0,2016
,ADK - 1408,0,0,0,2016
,ADK - 1476,2,2,2,2016
,ADK - 1483,4,0,0,2016
,ADK - 1540,0,0,0,2016
,ADK - 1554,2,2,0,2016
,ADK - 1613,3,1,0,2016
,ADK - 1617,0,0,0,2016
,ADK - 1631,0,0,0,2016
,ADK - 1678,0,0,0,2016
,ADK - 1688,2,0,0,2016
,ADK - 1694,2,0,2,2016
,ADK - 1820,0,0,0,2016
,ADK - 1830,0,0,0,2016
,ADK - 1839,0,1,3,2016
,ADK - 1902,0,0,0,2016
,ADK - 1910,0,0,0,2016
,ADK - 1961,0,0,0,2016
,ADK - 1976,0,2,0,2016
,ADK - 1981,0,0,3,2016
,ADK - 2032,0,2,1,2016
,ADK - 2035,2,3,3,2016
,ADK - 2041,0,4,0,2016
,ADK - 2049,0,0,0,2016
,ADK - 2053,0,0,0,2016
,ADK - 2182,3,1,0,2016
,ADK - 2187,0,1,2,2016
,ADK - 2265,1,0,1,2016
,ADK - 2327,0,0,5,2016
,ADK - 2332,0,0,0,2016
,ADK - 2333,0,0,0,2016
,ADK - 2336,1,1,0,2016
,ADK - 2384,0,0,0,2016
,ADK - 2387,0,2,2,2016
,ADK - 2404,0,0,0,2016
,ADK - 2452,0,0,0,2016
,ADK - 2478,1,0,2,2016
,ADK - 2527,0,0,0,2016
,ADK - 2541,0,1,2,2016
,ADK - 2542,0,4,3,2016
,ADK - 2546,1,0,0,2016
,ADK - 2547,0,1,1,2016
,ADK - 2619,2,0,2,2016
,ADK - 2621,0,0,2,2016
,ADK - 2672,0,1,0,2016
,ADK - 2674,0,0,0,2016
,ADK - 2751,0,0,1,2016
,ADK - 2753,0,0,0,2016
,ADK - 2761,0,0,2,2016
,ADK - 2822,3,1,0,2016
,ADK - 2832,0,0,1,2016
,ADK - 2888,0,0,0,2016
,ADK - 2891,0,0,0,2016
,ADK - 2957,1,0,3,2016
,ADK - 2972,0,0,5,2016
,ADK - 3032,0,1,1,2016
,ADK - 3043,0,0,1,2016
,ADK - 3047,2,2,3,2016
,ADK - 3106,0,3,0,2016
,ADK - 3111,1,1,1,2016
,ADK - 3119,0,0,4,2016
,ADK - 3190,0,0,3,2016
,ADK - 3256,0,2,3,2016
,ADK - 3321,0,2,5,2016
,ADK - 3330,3,0,5,2016
,ADK - 3394,0,0,2,2016
,ADK - 3400,0,1,2,2016
,ADK - 3603,4,2,3,2016
,ADK - 3607,5,3,3,2016
,TH - 0403,4,0,1,2016
,TH - 0405,1,0,1,2016
,TH - 0406,0,0,0,2016
,TH - 0476,0,1,1,2016
,TH - 0540,0,3,2,2016
,TH - 0542,2,2,1,2016
,TH - 0614,0,0,0,2016
,TH - 0678,2,3,0,2016
,TH - 0684,0,0,0,2016
,TH - 0685,0,0,0,2016
,TH - 0756,0,0,0,2016
,TH - 0818,0,0,1,2016
,TH - 0893,0,0,1,2016
,TH - 0898,0,0,0,2016
,TH - 0959,2,2,1,2016
,TH - 0960,1,2,0,2016
,TH - 0969,1,1,2,2016
,TH - 1029,2,1,0,2016
,TH - 1036,0,0,0,2016
,TH - 1099,0,1,0,2016
,TH - 1105,2,0,0,2016
,TH - 1107,0,3,0,2016
,TH - 1173,1,1,1,2016
,TH - 1236,0,0,0,2016
,TH - 1306,0,0,0,2016
,TH - 1309,0,1,0,2016
,TH - 1314,0,0,0,2016
,TH - 1315,0,0,0,2016
,TH - 1391,1,0,1,2016
,TH - 1448,0,2,1,2016
,TH - 1452,0,0,0,2016
,TH - 1462,0,1,1,2016
,TH - 1463,1,1,0,2016
,TH - 1521,1,3,2,2016
,TH - 1529,1,0,0,2016
,TH - 1530,0,0,4,2016
,TH - 1666,1,0,0,2016
,TH - 1668,2,0,0,2016
,TH - 1673,0,0,0,2016
,TH - 1733,1,0,0,2016
,TH - 1734,1,0,1,2016
,TH - 1740,0,1,0,2016
,TH - 1742,0,2,0,2016
,TH - 1811,2,1,2,2016
,TH - 1877,0,0,0,2016
,TH - 1884,0,1,3,2016
,TH - 1950,0,0,0,2016
,TH - 1951,0,0,0,2016
,TH - 2011,0,0,0,2016
,TH - 2015,0,0,0,2016
,TH - 2022,0,0,0,2016
,TH - 2083,0,0,0,2016
,TH - 2092,0,0,0,2016
,TH - 2162,0,0,0,2016
,TH - 2226,0,0,0,2016
