,sitename,Count1,Count2,Count3,year
2379,9R117B,0,3,0,2020
2380,9R118A,3,0,0,2020
2381,9R118B,1,0,2,2020
2382,9R119A,4,1,0,2020
2383,9R119B,1,0,0,2020
2384,9R11A,3,3,1,2020
2385,9R11B,1,2,1,2020
2386,9R120A,1,0,0,2020
2387,9R120B,1,0,0,2020
2388,9R12A,0,0,2,2020
2389,9R12B,0,0,0,2020
2390,9R133A,0,1,0,2020
2391,9R133B,0,1,0,2020
2392,9R134A,0,0,1,2020
2393,9R134B,0,1,2,2020
2394,9R135A,0,0,1,2020
2395,9R135B,0,1,0,2020
2396,9R136A,0,4,0,2020
2397,9R136B,2,1,1,2020
2398,9R137A,0,0,0,2020
2399,9R137B,1,4,2,2020
2400,9R148A,0,0,0,2020
2401,9R148B,1,1,1,2020
2402,9R17A,2,0,1,2020
2403,9R17B,0,0,0,2020
2404,9R18A,1,0,2,2020
2405,9R18B,1,0,1,2020
2406,9R19A,0,2,0,2020
2407,9R19B,0,1,1,2020
2408,9R1A,0,0,0,2020
2409,9R1B,0,2,0,2020
2410,9R269A,2,3,1,2020
2411,9R273A,1,2,0,2020
2412,9R274A,1,1,2,2020
2413,9R275A,0,1,0,2020
2414,9R278A,0,0,0,2020
2415,9R279A,2,7,3,2020
2416,9R283A,0,2,0,2020
2417,9R284A,2,4,0,2020
2418,9R290A,0,0,0,2020
2419,9R291A,0,0,2,2020
2420,9R296A,2,1,0,2020
2421,9R297A,0,0,1,2020
2422,9R298A,0,0,0,2020
2423,9R299A,0,0,0,2020
2424,9R2A,0,0,0,2020
2425,9R2B,0,0,0,2020
2426,9R300A,0,0,1,2020
2427,9R301A,0,0,0,2020
2428,9R302A,0,0,0,2020
2429,9R303A,0,0,0,2020
2430,9R335A,0,0,1,2020
2431,9R335B,1,1,1,2020
2432,9R336A,0,1,0,2020
2433,9R336B,1,1,1,2020
2434,9R340A,2,5,0,2020
2435,9R34A,0,1,0,2020
2436,9R34B,0,2,2,2020
2437,9R354A,0,0,0,2020
2438,9R35A,2,1,1,2020
2439,9R35B,0,0,0,2020
2440,9R36A,0,1,0,2020
2441,9R36B,0,2,1,2020
2442,9R3A,4,1,1,2020
2443,9R3B,0,0,0,2020
2444,9R46A,2,2,1,2020
2445,9R46B,1,1,0,2020
2446,9R47A,2,4,1,2020
2447,9R47B,1,3,0,2020
2448,9R48A,1,2,0,2020
2449,9R48B,0,0,1,2020
2450,9R49A,0,0,0,2020
2451,9R49B,0,0,1,2020
2452,9R4A,0,0,0,2020
2453,9R4B,0,0,2,2020
2454,9R50A,0,1,0,2020
2455,9R50B,0,0,0,2020
2456,9R51A,3,5,3,2020
2457,9R51B,0,0,0,2020
2458,9R52A,0,0,0,2020
2459,9R52B,0,0,0,2020
2460,9R53A,0,0,0,2020
2461,9R53B,0,0,0,2020
2462,9R54A,1,0,1,2020
2463,9R54B,0,0,2,2020
2464,9R63A,0,0,0,2020
2465,9R63B,0,0,0,2020
2466,9R64A,1,1,0,2020
2467,9R64B,0,0,1,2020
2468,9R65A,1,1,1,2020
2469,9R65B,3,1,1,2020
2470,9R66A,0,2,3,2020
2471,9R66B,2,0,1,2020
2472,9R67A,2,3,0,2020
2473,9R67B,2,4,0,2020
2474,9R68A,3,1,0,2020
2475,9R68B,2,1,0,2020
2476,9R69A,0,0,0,2020
2477,9R69B,0,0,0,2020
2478,9R6A,0,0,1,2020
2479,9R6B,0,0,0,2020
2480,9R70A,3,1,1,2020
2481,9R70B,2,5,3,2020
2482,9R79A,0,0,0,2020
2483,9R79B,0,0,0,2020
2484,9R7A,0,0,0,2020
2485,9R7B,0,0,0,2020
2486,9R80A,0,0,0,2020
2487,9R80B,0,1,0,2020
2488,9R81A,0,0,0,2020
2489,9R81B,1,1,0,2020
2490,9R82A,1,0,0,2020
2491,9R82B,0,0,0,2020
2492,9R83A,1,1,1,2020
2493,9R83B,0,0,0,2020
2494,9R84A,0,3,4,2020
2495,9R84B,1,0,0,2020
2496,9R85A,0,0,0,2020
2497,9R85B,0,1,0,2020
2498,9R86A,1,0,0,2020
2499,9R86B,2,0,2,2020
2500,9R97A,0,0,0,2020
2501,9R97B,0,1,0,2020
2502,9R98A,0,0,0,2020
2503,9R98B,0,0,0,2020
2504,9R99A,0,4,1,2020
2505,9R99B,0,1,0,2020
2705,4R111A,0,0,0,2021
2706,4R111B,1,2,0,2021
2707,4R112A,2,0,0,2021
2708,4R112B,0,0,1,2021
2709,4R113A,0,0,1,2021
2710,4R113B,4,3,2,2021
2711,4R114A,0,0,0,2021
2712,4R114B,2,0,0,2021
2713,4R132A,2,0,1,2021
2714,4R132B,0,0,1,2021
2715,4R146A,0,2,0,2021
2716,4R146B,0,0,1,2021
2717,4R147A,0,0,0,2021
2718,4R147B,0,0,0,2021
2719,4R154A,0,1,3,2021
2720,4R154B,0,0,1,2021
2721,4R155A,0,3,2,2021
2722,4R155B,0,2,1,2021
2723,4R156A,1,1,1,2021
2724,4R156B,0,0,0,2021
2725,4R157A,0,0,0,2021
2726,4R157B,0,0,0,2021
2727,4R15A,0,0,2,2021
2728,4R15B,1,0,1,2021
2729,4R161A,1,0,1,2021
2730,4R161B,0,1,1,2021
2731,4R162A,0,1,0,2021
2732,4R162B,0,0,0,2021
2733,4R163A,3,1,1,2021
2734,4R163B,1,2,0,2021
2735,4R164A,0,2,1,2021
2736,4R164B,0,0,0,2021
2737,4R165A,5,4,2,2021
2738,4R165B,2,2,0,2021
2739,4R166A,0,0,2,2021
2740,4R166B,0,0,0,2021
2741,4R167A,0,0,0,2021
2742,4R167B,0,0,0,2021
2743,4R16A,0,1,1,2021
2744,4R16B,0,0,0,2021
2745,4R171A,0,0,0,2021
2746,4R171B,0,0,1,2021
2747,4R172A,0,0,0,2021
2748,4R172B,1,0,0,2021
2749,4R173A,1,2,2,2021
2750,4R173B,3,3,4,2021
2751,4R177A,1,1,0,2021
2752,4R177B,0,0,0,2021
2753,4R178A,0,1,1,2021
2754,4R178B,1,1,1,2021
2755,4R182A,0,0,0,2021
2756,4R182B,2,1,1,2021
2757,4R183A,0,0,0,2021
2758,4R183B,1,0,0,2021
2759,4R187A,1,2,1,2021
2760,4R187B,1,1,0,2021
2761,4R188A,0,1,1,2021
2762,4R188B,1,0,0,2021
2763,4R189A,0,0,0,2021
2764,4R189B,4,3,4,2021
2765,4R190A,1,0,0,2021
2766,4R190B,0,3,1,2021
2767,4R194A,0,0,0,2021
2768,4R194B,0,0,0,2021
2769,4R195A,0,1,0,2021
2770,4R195B,0,1,1,2021
2771,4R196A,0,0,2,2021
2772,4R196B,0,0,0,2021
2773,4R197A,0,0,0,2021
2774,4R197B,0,1,1,2021
2775,4R204A,1,0,0,2021
2776,4R204B,1,1,0,2021
2777,4R205A,1,3,3,2021
2778,4R205B,0,0,0,2021
2779,4R310A,0,1,4,2021
2780,4R310B,0,1,0,2021
2781,4R311A,0,0,0,2021
2782,4R311B,2,1,5,2021
2783,4R312A,1,2,2,2021
2784,4R312B,1,1,2,2021
2785,4R313A,0,1,0,2021
2786,4R313B,0,0,0,2021
2787,4R314A,2,3,1,2021
2788,4R314B,0,3,0,2021
2789,4R315A,1,1,3,2021
2790,4R315B,0,2,2,2021
2791,4R316A,0,0,0,2021
2792,4R316B,0,0,1,2021
2793,4R317A,1,0,1,2021
2794,4R317B,0,0,0,2021
2795,4R318A,0,0,0,2021
2796,4R318B,0,0,0,2021
2797,4R319A,0,0,0,2021
2798,4R319B,0,0,0,2021
2799,4R32A,0,1,1,2021
2800,4R32B,0,3,0,2021
2801,4R338A,1,1,1,2021
2802,4R338B,2,3,2,2021
2803,4R33A,0,0,0,2021
2804,4R33B,2,2,0,2021
2805,4R44A,0,0,0,2021
2806,4R44B,0,2,0,2021
2807,4R45A,0,0,0,2021
2808,4R45B,2,3,2,2021
2809,4R61A,0,0,0,2021
2810,4R61B,1,0,0,2021
2811,4R62A,1,3,2,2021
2812,4R62B,1,2,3,2021
2813,4R75A,2,1,2,2021
2814,4R75B,2,1,1,2021
2815,4R76A,2,0,3,2021
2816,4R76B,1,0,0,2021
2817,4R77A,0,0,0,2021
2818,4R77B,0,0,0,2021
2819,4R78A,0,0,0,2021
2820,4R78B,0,0,0,2021
2821,4R91A,0,0,0,2021
2822,4R91B,0,1,0,2021
2823,4R92A,1,2,2,2021
2824,4R92B,0,0,0,2021
2825,4R93A,1,2,1,2021
2826,4R93B,0,1,0,2021
2827,4R94A,0,0,0,2021
2828,4R94B,3,3,3,2021
2829,4R95A,0,0,0,2021
2830,4R95B,0,0,0,2021
2831,4R96A,0,0,1,2021
2832,4R96B,0,0,0,2021
2833,6R213A,1,0,0,2021
2834,6R241A,1,6,3,2021
2835,6R242A,0,0,0,2021
2836,6R243A,1,4,4,2021
2837,6R246A,0,0,0,2021
2838,6R247A,3,2,3,2021
2839,6R248A,2,2,4,2021
2840,6R249A,0,0,0,2021
2841,6R250A,0,0,1,2021
2842,6R251A,1,0,3,2021
2843,6R252A,0,0,1,2021
2844,6R253A,0,0,0,2021
2845,6R254A,1,3,1,2021
2846,6R255A,0,0,0,2021
2847,6R256A,0,0,0,2021
2848,6R257A,0,0,0,2021
2849,6R258A,0,0,1,2021
2850,6R259A,0,0,0,2021
2851,6R259B,0,0,0,2021
2852,6R260A,0,1,0,2021
2853,6R261A,1,0,0,2021
2854,6R262A,1,0,0,2021
2855,6R263A,7,3,2,2021
2856,6R264A,1,0,0,2021
2857,6R264B,1,0,0,2021
2858,6R265A,0,0,0,2021
2859,6R266A,1,0,0,2021
2860,6R490,2,3,2,2021
2861,6R491,0,0,0,2021
2862,6R501,4,5,5,2021
2863,6R502,4,2,0,2021
2864,6R503,1,1,0,2021
2865,6R504,3,1,1,2021
2866,6R505,0,0,0,2021
2867,6R515,4,4,3,2021
2868,6R516,0,0,0,2021
2869,6R530,1,3,1,2021
2870,6R531,2,1,1,2021
2871,6R532,3,4,2,2021
2872,6R538,0,0,0,2021
2873,6R539,0,0,0,2021
2874,6R540,2,0,0,2021
2875,6R544,2,3,1,2021
2876,6R545,0,1,0,2021
2877,6R546,1,2,2,2021
2878,6R555,1,1,0,2021
2879,6R556,0,2,3,2021
2880,6R557,0,1,3,2021
2881,6R594,0,0,0,2021
2882,6R595,0,0,0,2021
2883,6R596,0,0,0,2021
2884,6R597,0,0,0,2021
2885,6R599,0,0,1,2021
2886,6R600,0,0,0,2021
2887,6R601,4,1,1,2021
2888,6R602,3,1,0,2021
2889,6R604,1,1,0,2021
2890,6R605,0,0,0,2021
2891,7R109A,0,0,0,2021
2892,7R109B,0,0,0,2021
2893,7R110A,0,1,1,2021
2894,7R110B,0,0,0,2021
2895,7R123,0,0,0,2021
2896,7R124,0,0,0,2021
2897,7R125,0,0,0,2021
2898,7R131A,0,0,0,2021
2899,7R131B,0,0,0,2021
2900,7R143A,1,0,0,2021
2901,7R143B,0,1,0,2021
2902,7R144A,0,0,0,2021
2903,7R144B,0,0,0,2021
2904,7R145A,1,0,2,2021
2905,7R145B,1,0,1,2021
2906,7R149,0,1,0,2021
2907,7R151A,0,0,0,2021
2908,7R151B,1,0,0,2021
2909,7R152A,0,0,0,2021
2910,7R152B,1,0,0,2021
2911,7R153A,0,1,2,2021
2912,7R153B,1,1,2,2021
2913,7R159A,0,0,0,2021
2914,7R159B,0,0,0,2021
2915,7R160A,0,0,0,2021
2916,7R160B,0,1,1,2021
2917,7R174,3,4,2,2021
2918,7R175,0,4,3,2021
2919,7R179,0,1,0,2021
2920,7R180A,1,1,0,2021
2921,7R180B,1,3,4,2021
2922,7R181A,0,3,1,2021
2923,7R181B,1,3,3,2021
2924,7R184,0,0,0,2021
2925,7R185A,0,0,1,2021
2926,7R185B,0,0,3,2021
2927,7R186A,2,5,1,2021
2928,7R186B,0,0,0,2021
2929,7R198,0,0,0,2021
2930,7R201A,0,3,0,2021
2931,7R201B,0,3,0,2021
2932,7R202A,0,0,1,2021
2933,7R202B,0,0,0,2021
2934,7R203A,0,5,4,2021
2935,7R203B,0,0,1,2021
2936,7R206A,1,0,3,2021
2937,7R206B,0,0,0,2021
2938,7R207A,0,0,1,2021
2939,7R207B,0,1,1,2021
2940,7R208A,1,2,0,2021
2941,7R208B,0,3,2,2021
2942,7R209A,0,0,0,2021
2943,7R209B,0,0,0,2021
2944,7R210A,0,1,2,2021
2945,7R210B,0,0,2,2021
2946,7R214,4,2,2,2021
2947,7R215,1,1,0,2021
2948,7R226,1,1,0,2021
2949,7R228,0,2,0,2021
2950,7R229,0,1,0,2021
2951,7R230,0,0,0,2021
2952,7R24A,0,0,2,2021
2953,7R24B,6,3,1,2021
2954,7R25A,0,1,0,2021
2955,7R25B,0,0,0,2021
2956,7R304A,2,2,1,2021
2957,7R304B,0,0,0,2021
2958,7R305A,0,1,0,2021
2959,7R305B,0,0,0,2021
2960,7R306A,1,0,1,2021
2961,7R306B,0,1,0,2021
2962,7R307A,1,1,0,2021
2963,7R307B,1,1,0,2021
2964,7R308A,0,1,0,2021
2965,7R308B,0,1,0,2021
2966,7R309A,0,0,0,2021
2967,7R309B,1,0,1,2021
2968,7R30A,0,3,1,2021
2969,7R30B,0,2,4,2021
2970,7R31A,4,1,0,2021
2971,7R31B,1,1,0,2021
2972,7R320A,2,6,5,2021
2973,7R320B,3,4,1,2021
2974,7R339A,0,0,0,2021
2975,7R339B,0,0,0,2021
2976,7R342,1,0,0,2021
2977,7R343,0,0,0,2021
2978,7R344,0,0,0,2021
2979,7R345,0,2,0,2021
2980,7R346,0,1,0,2021
2981,7R347,0,0,0,2021
2982,7R348,1,0,1,2021
2983,7R349,2,1,1,2021
2984,7R350,0,0,0,2021
2985,7R351,1,0,0,2021
2986,7R352,0,0,0,2021
2987,7R353,1,1,1,2021
2988,7R42A,1,3,4,2021
2989,7R42B,0,2,0,2021
2990,7R43A,0,5,5,2021
2991,7R43B,1,3,1,2021
2992,7R58A,3,5,4,2021
2993,7R58B,0,0,1,2021
2994,7R59A,4,2,2,2021
2995,7R59B,0,4,0,2021
2996,7R60A,0,3,2,2021
2997,7R60B,0,0,0,2021
2998,7R674,1,0,0,2021
2999,7R675,0,0,0,2021
3000,7R676,0,1,0,2021
3001,7R677,0,0,0,2021
3002,7R678,0,0,0,2021
3003,7R681,1,2,3,2021
3004,7R682,0,2,0,2021
3005,7R683,1,0,0,2021
3006,7R684,2,2,2,2021
3007,7R686,1,3,2,2021
3008,7R687,0,2,1,2021
3009,7R688,1,2,1,2021
3010,7R689,0,0,0,2021
3011,7R690,1,0,0,2021
3012,7R692,0,0,2,2021
3013,7R693,0,0,0,2021
3014,7R695,1,1,0,2021
3015,7R696,1,4,1,2021
3016,7R71A,0,0,0,2021
3017,7R71B,0,1,0,2021
3018,7R72A,1,1,1,2021
3019,7R72B,0,0,0,2021
3020,7R73A,0,1,0,2021
3021,7R73B,3,0,0,2021
3022,7R74A,1,0,1,2021
3023,7R74B,0,0,0,2021
3024,7R87A,0,0,0,2021
3025,7R87B,1,1,0,2021
3026,7R88A,0,0,0,2021
3027,7R88B,0,0,0,2021
3028,7R89A,5,5,5,2021
3029,7R89B,0,1,0,2021
3030,7R90A,0,0,0,2021
3031,7R90B,0,1,0,2021
3032,8R100A,1,3,1,2021
3033,8R100B,0,1,4,2021
3034,8R134A,0,0,0,2021
3035,8R134B,0,0,0,2021
3036,8R137A,1,3,2,2021
3037,8R137B,0,0,0,2021
3038,8R138A,2,0,1,2021
3039,8R138B,2,1,2,2021
3040,8R140A,5,2,4,2021
3041,8R140B,0,0,0,2021
3042,8R141A,0,0,0,2021
3043,8R141B,0,0,0,2021
3044,8R1801A,0,0,0,2021
3045,8R1801B,1,3,1,2021
3046,8R1802A,1,0,0,2021
3047,8R1802B,1,1,0,2021
3048,8R1804A,2,1,3,2021
3049,8R1804B,1,0,0,2021
3050,8R1819A,0,0,0,2021
3051,8R1819B,1,1,1,2021
3052,8R182,0,1,1,2021
3053,8R1822A,1,0,0,2021
3054,8R1822B,0,0,0,2021
3055,8R1838A,0,0,0,2021
3056,8R1838B,0,0,0,2021
3057,8R1844A,2,6,4,2021
3058,8R1844B,0,5,2,2021
3059,8R1848A,0,0,0,2021
3060,8R1848B,5,2,2,2021
3061,8R1849A,1,0,1,2021
3062,8R1849B,0,1,1,2021
3063,8R1851A,0,0,2,2021
3064,8R1851B,0,0,0,2021
3065,8R1856A,4,5,0,2021
3066,8R1856B,0,0,0,2021
3067,8R1859A,1,0,0,2021
3068,8R1859B,1,1,4,2021
3069,8R185A,0,3,4,2021
3070,8R185B,1,2,2,2021
3071,8R1860A,2,2,0,2021
3072,8R1860B,1,0,0,2021
3073,8R1861A,1,0,1,2021
3074,8R1861B,0,0,0,2021
3075,8R186A,1,2,3,2021
3076,8R186B,0,0,2,2021
3077,8R19A,0,0,0,2021
3078,8R19B,1,0,0,2021
3079,8R2019A,0,0,2,2021
3080,8R2019B,0,0,0,2021
3081,8R294,0,0,1,2021
3082,8R296,1,1,1,2021
3083,8R297,0,0,0,2021
3084,8R298,1,1,2,2021
3085,8R299,4,1,1,2021
3086,8R29A,0,0,0,2021
3087,8R29B,0,0,0,2021
3088,8R30A,0,0,0,2021
3089,8R30B,0,0,0,2021
3090,8R31A,0,1,1,2021
3091,8R31B,1,1,5,2021
3092,8R326,0,1,0,2021
3093,8R327,1,0,3,2021
3094,8R330,1,1,1,2021
3095,8R331,0,0,1,2021
3096,8R332,6,0,2,2021
3097,8R335,0,1,0,2021
3098,8R336,0,0,1,2021
3099,8R356,0,0,1,2021
3100,8R357,0,0,0,2021
3101,8R358,0,0,0,2021
3102,8R359,0,1,0,2021
3103,8R360,1,2,0,2021
3104,8R377,1,0,0,2021
3105,8R390,1,5,2,2021
3106,8R405,1,1,0,2021
3107,8R406,0,0,0,2021
3108,8R407,0,2,5,2021
3109,8R421,0,0,0,2021
3110,8R44A,0,0,1,2021
3111,8R44B,0,1,0,2021
3112,8R454,3,0,0,2021
3113,8R455,3,4,2,2021
3114,8R456,1,3,0,2021
3115,8R45A,1,2,0,2021
3116,8R45B,1,0,0,2021
3117,8R467,0,1,0,2021
3118,8R468,0,0,0,2021
3119,8R496,0,0,0,2021
3120,8R498,0,1,0,2021
3121,8R507,0,0,0,2021
3122,8R508,1,0,0,2021
3123,8R509,0,0,1,2021
3124,8R511,1,2,3,2021
3125,8R519,0,0,0,2021
3126,8R520,0,1,0,2021
3127,8R521,1,0,0,2021
3128,8R522,2,0,0,2021
3129,8R524,0,0,0,2021
3130,8R525,2,0,0,2021
3131,8R528,1,0,0,2021
3132,8R529,0,0,0,2021
3133,8R536,0,0,0,2021
3134,8R537,0,2,0,2021
3135,8R606,2,2,1,2021
3136,8R607,0,0,0,2021
3137,8R617,5,4,4,2021
3138,8R618,1,0,0,2021
3139,8R619,0,0,0,2021
3140,8R625,0,0,0,2021
3141,8R626,0,0,1,2021
3142,8R635,0,0,0,2021
3143,8R636,0,0,1,2021
3144,8R637,0,0,0,2021
3145,8R644,0,0,0,2021
3146,8R645,0,0,0,2021
3147,8R646,0,1,1,2021
3148,8R647,0,0,0,2021
3149,8R648,0,1,1,2021
3150,8R655,0,0,0,2021
3151,8R656,0,0,0,2021
3152,8R657,0,0,0,2021
3153,8R65A,0,1,5,2021
3154,8R65B,1,0,0,2021
3155,8R661,0,0,1,2021
3156,8R72A,0,2,0,2021
3157,8R72B,0,0,2,2021
3158,8R73A,3,6,5,2021
3159,8R73B,4,3,4,2021
3160,8R74A,0,0,1,2021
3161,8R74B,2,2,1,2021
3162,8R95A,0,0,0,2021
3163,8R95B,0,0,2,2021
3164,8R96A,0,0,0,2021
3165,8R96B,1,0,0,2021
3166,8R99A,1,0,1,2021
3167,8R99B,1,3,3,2021
3168,9R100A,0,0,0,2021
3169,9R100B,0,0,2,2021
3170,9R101A,0,0,1,2021
3171,9R101B,0,0,0,2021
3172,9R102A,0,0,0,2021
3173,9R102B,1,0,0,2021
3174,9R104A,0,2,1,2021
3175,9R104B,1,0,1,2021
3176,9R115A,0,0,1,2021
3177,9R115B,2,2,2,2021
3178,9R116A,0,1,1,2021
3179,9R116B,0,3,0,2021
3180,9R117A,1,1,0,2021
3181,9R117B,1,5,3,2021
3182,9R118A,0,0,0,2021
3183,9R118B,1,0,0,2021
3184,9R119A,1,0,0,2021
3185,9R119B,0,0,0,2021
3186,9R11A,5,3,2,2021
3187,9R11B,0,1,0,2021
3188,9R120A,0,0,0,2021
3189,9R120B,0,1,2,2021
3190,9R12A,1,0,2,2021
3191,9R12B,2,3,1,2021
3192,9R133A,0,0,1,2021
3193,9R133B,0,0,0,2021
3194,9R134A,0,3,1,2021
3195,9R134B,0,1,3,2021
3196,9R135A,0,0,0,2021
3197,9R135B,0,0,0,2021
3198,9R136A,0,5,2,2021
3199,9R136B,0,1,0,2021
3200,9R137A,1,0,0,2021
3201,9R137B,1,2,0,2021
3202,9R148A,0,1,0,2021
3203,9R148B,0,3,2,2021
3204,9R17A,1,2,3,2021
3205,9R17B,0,0,0,2021
3206,9R18A,5,1,1,2021
3207,9R18B,0,0,1,2021
3208,9R19A,1,0,2,2021
3209,9R19B,4,3,3,2021
3210,9R1A,0,0,0,2021
3211,9R1B,2,3,3,2021
3212,9R269A,1,1,1,2021
3213,9R273A,1,0,0,2021
3214,9R274A,0,0,0,2021
3215,9R275A,1,2,0,2021
3216,9R278A,0,5,1,2021
3217,9R279A,4,3,0,2021
3218,9R283A,0,2,0,2021
3219,9R284A,1,1,1,2021
3220,9R290A,1,0,0,2021
3221,9R291A,0,0,0,2021
3222,9R296A,0,0,0,2021
3223,9R297A,0,0,0,2021
3224,9R298A,0,0,0,2021
3225,9R299A,0,0,0,2021
3226,9R2A,3,5,2,2021
3227,9R2B,0,3,1,2021
3228,9R300A,1,2,1,2021
3229,9R301A,0,0,0,2021
3230,9R302A,0,0,1,2021
3231,9R303A,0,0,0,2021
3232,9R335A,0,0,0,2021
3233,9R335B,0,0,0,2021
3234,9R336A,2,2,1,2021
3235,9R336B,1,4,5,2021
3236,9R340A,1,1,0,2021
3237,9R34A,0,1,0,2021
3238,9R34B,1,1,0,2021
3239,9R354A,0,0,0,2021
3240,9R35A,2,4,2,2021
3241,9R35B,0,1,0,2021
3242,9R36A,2,0,1,2021
3243,9R36B,3,1,2,2021
3244,9R3A,0,1,0,2021
3245,9R3B,0,0,0,2021
3246,9R46A,0,4,2,2021
3247,9R46B,0,2,1,2021
3248,9R47A,2,7,6,2021
3249,9R47B,2,3,2,2021
3250,9R48A,1,5,2,2021
3251,9R48B,1,4,4,2021
3252,9R49A,0,0,2,2021
3253,9R49B,0,0,0,2021
3254,9R4A,1,1,0,2021
3255,9R4B,1,3,0,2021
3256,9R50A,0,0,0,2021
3257,9R50B,0,0,0,2021
3258,9R51A,0,1,2,2021
3259,9R51B,0,0,0,2021
3260,9R52A,1,0,1,2021
3261,9R52B,0,1,0,2021
3262,9R53A,0,0,0,2021
3263,9R53B,2,2,1,2021
3264,9R54A,1,3,1,2021
3265,9R54B,0,1,0,2021
3266,9R63A,0,0,0,2021
3267,9R63B,0,0,0,2021
3268,9R64A,0,0,0,2021
3269,9R64B,1,2,0,2021
3270,9R65A,0,0,1,2021
3271,9R65B,1,2,1,2021
3272,9R66A,2,1,1,2021
3273,9R66B,1,1,1,2021
3274,9R67A,1,1,1,2021
3275,9R67B,3,1,0,2021
3276,9R68A,1,1,0,2021
3277,9R68B,1,0,0,2021
3278,9R69A,0,0,0,2021
3279,9R69B,0,0,0,2021
3280,9R6A,2,2,0,2021
3281,9R6B,0,0,0,2021
3282,9R70A,2,4,2,2021
3283,9R70B,5,5,2,2021
3284,9R79A,0,0,0,2021
3285,9R79B,0,0,0,2021
3286,9R7A,0,0,0,2021
3287,9R7B,0,1,0,2021
3288,9R80A,1,0,0,2021
3289,9R80B,1,0,0,2021
3290,9R81A,1,0,0,2021
3291,9R81B,0,0,0,2021
3292,9R82A,1,1,1,2021
3293,9R82B,0,0,0,2021
3294,9R83A,1,1,0,2021
3295,9R83B,1,0,1,2021
3296,9R84A,0,1,1,2021
3297,9R84B,0,0,1,2021
3298,9R85A,0,0,0,2021
3299,9R85B,0,0,1,2021
3300,9R86A,2,3,1,2021
3301,9R86B,1,3,3,2021
3302,9R97A,0,0,0,2021
3303,9R97B,0,1,1,2021
3304,9R98A,1,0,0,2021
3305,9R98B,2,1,0,2021
3306,9R99A,1,6,1,2021
3307,9R99B,0,0,1,2021
